  41     10      5   8.70e-15   5.50e-14   2.40e-13   5.20e-13
  42     10      6   3.60e-12   9.00e-12   1.50e-11   1.90e-11
  43     10      7   1.70e-13   4.40e-13   9.30e-13   1.40e-12
  44     10      8   3.70e-11   6.30e-11   9.00e-11   9.80e-11
  45     10      9   6.80e-13   1.20e-12   1.70e-12   2.00e-12
  46     11      1   4.00e-16   3.20e-14   3.30e-13   8.70e-13
  47     11      2   1.80e-16   3.70e-14   4.80e-13   1.20e-12
  48     11      3   2.00e-14   3.30e-13   1.90e-12   4.00e-12
  49     11      4   7.70e-17   6.80e-15   9.70e-14   3.00e-13
  50     11      5   8.70e-14   5.00e-13   1.70e-12   3.00e-12
  51     11      6   2.10e-15   4.10e-14   2.90e-13   6.70e-13
  52     11      7   3.50e-12   8.60e-12   1.50e-11   1.90e-11
  53     11      8   5.00e-15   3.10e-14   1.40e-13   3.10e-13
  54     11      9   3.60e-11   6.10e-11   8.80e-11   9.60e-11
  55     11     10   1.10e-13   2.80e-13   6.00e-13   9.20e-13
  56     12      1   1.80e-16   3.70e-14   4.80e-13   1.20e-12
  57     12      2   4.00e-16   3.20e-14   3.30e-13   8.70e-13
  58     12      3   7.70e-17   6.80e-15   9.70e-14   3.00e-13
  59     12      4   2.00e-14   3.30e-13   1.90e-12   4.00e-12
  60     12      5   2.10e-15   4.10e-14   2.90e-13   6.70e-13
  61     12      6   8.70e-14   5.00e-13   1.70e-12   3.00e-12
  62     12      7   5.00e-15   3.10e-14   1.40e-13   3.10e-13
  63     12      8   3.50e-12   8.60e-12   1.50e-11   1.90e-11
  64     12      9   1.10e-13   2.80e-13   6.00e-13   9.20e-13
  65     12     10   3.60e-11   6.10e-11   8.80e-11   9.60e-11
  66     12     11   4.70e-13   8.00e-13   1.20e-12   1.40e-12
  67     13      1   2.20e-16   4.30e-14   5.60e-13   1.40e-12
  68     13      2   4.00e-19   9.30e-16   4.70e-14   1.90e-13
  69     13      3   3.20e-16   2.60e-14   2.80e-13   7.70e-13
  70     13      4   4.30e-17   8.70e-15   1.20e-13   3.40e-13
  71     13      5   1.80e-14   3.00e-13   1.70e-12   3.70e-12
  72     13      6   3.60e-17   3.20e-15   5.00e-14   1.70e-13
  73     13      7   8.20e-14   4.70e-13   1.60e-12   2.90e-12
  74     13      8   1.20e-15   2.40e-14   1.70e-13   4.10e-13
  75     13      9   3.40e-12   8.40e-12   1.40e-11   1.80e-11
  76     13     10   3.30e-15   2.10e-14   9.30e-14   2.30e-13
  77     13     11   3.60e-11   6.10e-11   8.70e-11   9.50e-11
  78     13     12   7.50e-14   2.00e-13   4.20e-13   6.50e-13
  79     14      1   4.00e-19   9.30e-16   4.70e-14   1.90e-13
  80     14      2   2.20e-16   4.30e-14   5.60e-13   1.40e-12
  81     14      3   4.30e-17   8.70e-15   1.20e-13   3.40e-13
  82     14      4   3.20e-16   2.60e-14   2.80e-13   7.70e-13
  83     14      5   3.60e-17   3.20e-15   5.00e-14   1.70e-13
  84     14      6   1.80e-14   3.00e-13   1.70e-12   3.70e-12
  85     14      7   1.20e-15   2.40e-14   1.70e-13   4.10e-13
  86     14      8   8.20e-14   4.70e-13   1.60e-12   2.90e-12
  87     14      9   3.30e-15   2.10e-14   9.30e-14   2.30e-13
  88     14     10   3.40e-12   8.40e-12   1.40e-11   1.80e-11
  89     14     11   7.50e-14   2.00e-13   4.20e-13   6.50e-13
  90     14     12   3.60e-11   6.10e-11   8.70e-11   9.50e-11
  91     14     13   3.40e-13   5.90e-13   8.80e-13   1.00e-12
  92     15      1   4.60e-19   1.10e-15   5.30e-14   2.20e-13
  93     15      2   1.50e-20   1.60e-16   1.80e-14   9.40e-14
  94     15      3   1.70e-16   3.50e-14   4.50e-13   1.10e-12
  95     15      4   1.00e-19   3.40e-16   2.30e-14   1.10e-13
  96     15      5   2.90e-16   2.30e-14   2.60e-13   7.10e-13
  97     15      6   2.00e-17   4.20e-15   6.70e-14   2.00e-13
  98     15      7   1.70e-14   2.80e-13   1.60e-12   3.50e-12
  99     15      8   2.10e-17   1.90e-15   3.50e-14   1.30e-13
 100     15      9   7.90e-14   4.50e-13   1.50e-12   2.80e-12
 101     15     10   8.00e-16   1.50e-14   1.20e-13   2.90e-13
 102     15     11   3.30e-12   8.20e-12   1.40e-11   1.80e-11
 103     15     12   2.30e-15   1.40e-14   6.20e-14   1.40e-13
 104     15     13   3.60e-11   6.00e-11   8.60e-11   9.40e-11
 105     15     14   5.60e-14   1.50e-13   3.00e-13   4.70e-13
 106     16      1   1.50e-20   1.60e-16   1.80e-14   9.40e-14
 107     16      2   4.60e-19   1.10e-15   5.30e-14   2.20e-13
 108     16      3   1.00e-19   3.40e-16   2.30e-14   1.10e-13
 109     16      4   1.70e-16   3.50e-14   4.50e-13   1.10e-12
 110     16      5   2.00e-17   4.20e-15   6.70e-14   2.00e-13
 111     16      6   2.90e-16   2.30e-14   2.60e-13   7.10e-13
 112     16      7   2.10e-17   1.90e-15   3.50e-14   1.30e-13
 113     16      8   1.70e-14   2.80e-13   1.60e-12   3.50e-12
 114     16      9   8.00e-16   1.50e-14   1.20e-13   2.90e-13
 115     16     10   7.90e-14   4.50e-13   1.50e-12   2.80e-12
 116     16     11   2.30e-15   1.40e-14   6.20e-14   1.40e-13
 117     16     12   3.30e-12   8.20e-12   1.40e-11   1.80e-11
 118     16     13   5.60e-14   1.50e-13   3.00e-13   4.70e-13
 119     16     14   3.60e-11   6.00e-11   8.60e-11   9.40e-11
 120     16     15   3.10e-12   3.90e-12   4.60e-12   4.70e-12
 121     17      1   1.70e-20   1.80e-16   2.00e-14   1.10e-13
 122     17      2   1.50e-20   1.60e-16   1.80e-14   9.50e-14
 123     17      3   3.70e-19   9.00e-16   4.80e-14   2.00e-13
 124     17      4   1.40e-20   1.60e-16   1.70e-14   9.00e-14
 125     17      5   1.50e-16   3.10e-14   4.00e-13   1.00e-12
 126     17      6   5.60e-20   2.30e-16   1.90e-14   9.70e-14
 127     17      7   2.70e-16   2.20e-14   2.40e-13   6.70e-13
 128     17      8   1.20e-17   2.50e-15   4.50e-14   1.50e-13
 129     17      9   1.60e-14   2.70e-13   1.60e-12   3.30e-12
 130     17     10   1.40e-17   1.20e-15   2.00e-14   7.30e-14
 131     17     11   7.60e-14   4.40e-13   1.50e-12   2.70e-12
 132     17     12   5.70e-16   1.10e-14   7.90e-14   1.90e-13
 133     17     13   3.20e-12   8.00e-12   1.40e-11   1.80e-11
 134     17     14   3.20e-12   3.90e-12   4.50e-12   4.60e-12
 135     17     15   3.60e-11   6.00e-11   8.60e-11   9.40e-11
 136     17     16   3.30e-12   4.00e-12   4.80e-12   5.10e-12
 137     18      1   1.50e-20   1.60e-16   1.80e-14   9.50e-14
 138     18      2   1.70e-20   1.80e-16   2.00e-14   1.10e-13
 139     18      3   1.40e-20   1.60e-16   1.70e-14   9.00e-14
 140     18      4   3.70e-19   9.00e-16   4.80e-14   2.00e-13
 141     18      5   5.60e-20   2.30e-16   1.90e-14   9.70e-14
 142     18      6   1.50e-16   3.10e-14   4.00e-13   1.00e-12
 143     18      7   1.20e-17   2.50e-15   4.50e-14   1.50e-13
 144     18      8   2.70e-16   2.20e-14   2.40e-13   6.70e-13
 145     18      9   1.40e-17   1.20e-15   2.00e-14   7.30e-14
 146     18     10   1.60e-14   2.70e-13   1.60e-12   3.30e-12
 147     18     11   5.70e-16   1.10e-14   7.90e-14   1.90e-13
 148     18     12   7.60e-14   4.40e-13   1.50e-12   2.70e-12
 149     18     13   3.20e-12   3.90e-12   4.50e-12   4.60e-12
 150     18     14   3.20e-12   8.00e-12   1.40e-11   1.80e-11
 151     18     15   3.30e-12   4.00e-12   4.80e-12   5.10e-12
 152     18     16   3.60e-11   6.00e-11   8.60e-11   9.40e-11
 153     18     17   1.90e-12   2.40e-12   2.90e-12   3.10e-12
 154     19      1   1.70e-20   1.80e-16   2.00e-14   1.10e-13
 155     19      2   1.50e-20   1.70e-16   1.80e-14   9.50e-14
 156     19      3   1.80e-20   1.90e-16   2.10e-14   1.10e-13
 157     19      4   1.50e-20   1.60e-16   1.70e-14   9.10e-14
 158     19      5   3.20e-19   8.20e-16   4.50e-14   2.00e-13
 159     19      6   1.40e-20   1.50e-16   1.60e-14   8.70e-14
 160     19      7   1.40e-16   2.80e-14   3.70e-13   9.40e-13
 161     19      8   3.10e-20   1.20e-16   8.90e-15   4.40e-14
 162     19      9   2.50e-16   2.10e-14   2.30e-13   6.40e-13
 163     19     10   8.00e-18   1.70e-15   2.70e-14   8.60e-14
 164     19     11   1.50e-14   2.60e-13   1.50e-12   3.20e-12
 165     19     12   3.70e-12   4.50e-12   5.10e-12   5.10e-12
 166     19     13   5.20e-13   9.70e-13   2.10e-12   3.30e-12
 167     19     14   3.70e-12   4.40e-12   5.20e-12   5.50e-12
 168     19     15   3.60e-12   8.40e-12   1.40e-11   1.80e-11
 169     19     16   1.90e-12   2.30e-12   2.70e-12   2.80e-12
 170     19     17   3.60e-11   6.00e-11   8.60e-11   9.40e-11
 171     19     18   1.80e-12   2.20e-12   2.70e-12   2.90e-12
 172     20      1   1.50e-20   1.70e-16   1.80e-14   9.50e-14
 173     20      2   1.70e-20   1.80e-16   2.00e-14   1.10e-13
 174     20      3   1.50e-20   1.60e-16   1.70e-14   9.10e-14
 175     20      4   1.80e-20   1.90e-16   2.10e-14   1.10e-13
 176     20      5   1.40e-20   1.50e-16   1.60e-14   8.70e-14
 177     20      6   3.20e-19   8.20e-16   4.50e-14   2.00e-13
 178     20      7   3.10e-20   1.20e-16   8.90e-15   4.40e-14
 179     20      8   1.40e-16   2.80e-14   3.70e-13   9.40e-13
 180     20      9   8.00e-18   1.70e-15   2.70e-14   8.60e-14
 181     20     10   2.50e-16   2.10e-14   2.30e-13   6.40e-13
 182     20     11   3.70e-12   4.50e-12   5.10e-12   5.10e-12
 183     20     12   1.50e-14   2.60e-13   1.50e-12   3.20e-12
 184     20     13   3.70e-12   4.40e-12   5.20e-12   5.50e-12
 185     20     14   5.20e-13   9.70e-13   2.10e-12   3.30e-12
 186     20     15   1.90e-12   2.30e-12   2.70e-12   2.80e-12
 187     20     16   3.60e-12   8.40e-12   1.40e-11   1.80e-11
 188     20     17   1.80e-12   2.20e-12   2.70e-12   2.90e-12
 189     20     18   3.60e-11   6.00e-11   8.60e-11   9.40e-11
 190     20     19   1.30e-12   1.60e-12   1.90e-12   2.00e-12
 191     21      1   1.70e-20   1.80e-16   2.00e-14   1.00e-13
 192     21      2   1.50e-20   1.70e-16   1.80e-14   9.60e-14
 193     21      3   1.80e-20   1.90e-16   2.10e-14   1.10e-13
 194     21      4   1.50e-20   1.60e-16   1.70e-14   9.20e-14
 195     21      5   1.90e-20   2.00e-16   2.20e-14   1.20e-13
 196     21      6   5.20e-21   5.70e-17   6.10e-15   3.30e-14
 197     21      7   3.00e-19   7.60e-16   4.30e-14   1.90e-13
 198     21      8   6.00e-21   6.50e-17   7.10e-15   3.80e-14
 199     21      9   1.30e-16   2.70e-14   3.50e-13   9.00e-13
 200     21     10   4.20e-12   5.10e-12   5.80e-12   5.90e-12
 201     21     11   5.30e-13   6.70e-13   9.60e-13   1.40e-12
 202     21     12   4.10e-12   5.00e-12   5.80e-12   6.10e-12
 203     21     13   4.90e-13   8.30e-13   2.20e-12   3.80e-12
 204     21     14   2.10e-12   2.60e-12   3.00e-12   3.10e-12
 205     21     15   7.40e-13   1.20e-12   2.30e-12   3.50e-12
 206     21     16   1.90e-12   2.40e-12   2.80e-12   3.00e-12
 207     21     17   3.80e-12   8.60e-12   1.40e-11   1.80e-11
 208     21     18   1.20e-12   1.40e-12   1.70e-12   1.80e-12
 209     21     19   3.60e-11   6.00e-11   8.60e-11   9.30e-11
 210     21     20   1.20e-12   1.40e-12   1.80e-12   2.00e-12
! Partner  2, collisions between:
4 e-CN rates from Black & van Dishoeck 1991, ApJ, 369, L9.
! NUMBER OF COLLISIONAL TRANSITIONS
     7
! NUMBER OF COLLISIONAL TEMPERATURES
 1
! COLLISIONAL TEMPERATURES
     20.00
!TRANS + UP + LOW + COLLRATES(cm3 s-1)
    1     3     1  5.7E-07
    2     2     1  5.7E-07
    3     5     3  5.6E-07
    4     4     3  9.5E-08
    5     4     2  4.7E-07
    6     4     1  5.0E-09
    7     5     1  5.0E-09
